ts_iso,dir,can_id,dlc,data_hex
2025-08-10T16:00:19.100,RX,0x064,6,01 77 71 80 07 AD,1,30577,128,7,173,,,,smc6
2025-08-10T16:00:19.200,RX,0x064,6,01 77 71 80 08 11,1,30577,128,8,17,,,,smc6
2025-08-10T16:00:19.304,RX,0x064,6,01 77 71 80 07 E6,1,30577,128,7,230,,,,smc6
2025-08-10T16:00:19.409,RX,0x064,6,01 77 71 80 07 E5,1,30577,128,7,229,,,,smc6
2025-08-10T16:00:19.510,RX,0x064,6,01 77 71 80 07 CF,1,30577,128,7,207,,,,smc6
2025-08-10T16:00:19.612,RX,0x064,6,01 77 71 80 08 3A,1,30577,128,8,58,,,,smc6
2025-08-10T16:00:19.712,RX,0x064,6,01 77 71 80 07 C1,1,30577,128,7,193,,,,smc6
2025-08-10T16:00:19.815,RX,0x064,6,01 77 71 80 08 39,1,30577,128,8,57,,,,smc6
2025-08-10T16:00:19.916,RX,0x064,6,01 77 71 80 07 EC,1,30577,128,7,236,,,,smc6
2025-08-10T16:00:20.017,RX,0x064,6,01 77 71 80 07 CF,1,30577,128,7,207,,,,smc6
2025-08-10T16:00:20.119,RX,0x064,6,01 77 71 80 08 37,1,30577,128,8,55,,,,smc6
2025-08-10T16:00:20.225,RX,0x064,6,01 77 71 80 08 31,1,30577,128,8,49,,,,smc6
2025-08-10T16:00:20.329,RX,0x064,6,01 77 71 80 08 08,1,30577,128,8,8,,,,smc6
2025-08-10T16:00:20.429,RX,0x064,6,01 77 71 80 08 03,1,30577,128,8,3,,,,smc6
2025-08-10T16:00:20.530,RX,0x064,6,01 77 71 80 07 EC,1,30577,128,7,236,,,,smc6
2025-08-10T16:00:20.631,RX,0x064,6,01 77 71 80 08 0C,1,30577,128,8,12,,,,smc6
2025-08-10T16:00:20.731,RX,0x064,6,01 77 71 80 08 2F,1,30577,128,8,47,,,,smc6
